County,County Code,Year,source,State,Deaths caused by All other drug-induced causes,Deaths caused by Drug poisonings (overdose) Homicide (X85),Deaths caused by Drug poisonings (overdose) Suicide (X60-X64),Deaths caused by Drug poisonings (overdose) Undetermined (Y10-Y14),Deaths caused by Drug poisonings (overdose) Unintentional (X40-X44)
Lee County,48287.0,2010.0,"Underlying Cause of Death, 2010.txt",TX,,,,,
Lee County,48287.0,2011.0,"Underlying Cause of Death, 2011.txt",TX,,,,,
Lee County,48287.0,2012.0,"Underlying Cause of Death, 2012.txt",TX,,,,,
Lee County,48287.0,2013.0,"Underlying Cause of Death, 2013.txt",TX,,,,,
Lee County,48287.0,2014.0,"Underlying Cause of Death, 2014.txt",TX,,,,,
Lee County,48287.0,2015.0,"Underlying Cause of Death, 2015.txt",TX,,,,,
Lee County,51105.0,2003.0,"Underlying Cause of Death, 2003.txt",VA,,,,,
Lee County,51105.0,2004.0,"Underlying Cause of Death, 2004.txt",VA,,,,,11.0
Lee County,51105.0,2005.0,"Underlying Cause of Death, 2005.txt",VA,,,,,
Lee County,51105.0,2006.0,"Underlying Cause of Death, 2006.txt",VA,,,,,
Lee County,51105.0,2007.0,"Underlying Cause of Death, 2007.txt",VA,,,,,
Lee County,51105.0,2008.0,"Underlying Cause of Death, 2008.txt",VA,,,,,
Lee County,51105.0,2009.0,"Underlying Cause of Death, 2009.txt",VA,,,,,
Lee County,51105.0,2010.0,"Underlying Cause of Death, 2010.txt",VA,,,,,
Lee County,51105.0,2011.0,"Underlying Cause of Death, 2011.txt",VA,,,,,
Lee County,51105.0,2012.0,"Underlying Cause of Death, 2012.txt",VA,,,,,
Lee County,51105.0,2013.0,"Underlying Cause of Death, 2013.txt",VA,,,,,
Lee County,51105.0,2014.0,"Underlying Cause of Death, 2014.txt",VA,,,,,
Lee County,51105.0,2015.0,"Underlying Cause of Death, 2015.txt",VA,,,,,
Leelanau County,26089.0,2003.0,"Underlying Cause of Death, 2003.txt",MI,,,,,
Leelanau County,26089.0,2004.0,"Underlying Cause of Death, 2004.txt",MI,,,,,
Leelanau County,26089.0,2005.0,"Underlying Cause of Death, 2005.txt",MI,,,,,
Leelanau County,26089.0,2006.0,"Underlying Cause of Death, 2006.txt",MI,,,,,
Leelanau County,26089.0,2007.0,"Underlying Cause of Death, 2007.txt",MI,,,,,
Leelanau County,26089.0,2008.0,"Underlying Cause of Death, 2008.txt",MI,,,,,
Leelanau County,26089.0,2009.0,"Underlying Cause of Death, 2009.txt",MI,,,,,
Leelanau County,26089.0,2010.0,"Underlying Cause of Death, 2010.txt",MI,,,,,
Leelanau County,26089.0,2011.0,"Underlying Cause of Death, 2011.txt",MI,,,,,
Leelanau County,26089.0,2012.0,"Underlying Cause of Death, 2012.txt",MI,,,,,
Leelanau County,26089.0,2013.0,"Underlying Cause of Death, 2013.txt",MI,,,,,
Leelanau County,26089.0,2014.0,"Underlying Cause of Death, 2014.txt",MI,,,,,
Leelanau County,26089.0,2015.0,"Underlying Cause of Death, 2015.txt",MI,,,,,
Leflore County,28083.0,2003.0,"Underlying Cause of Death, 2003.txt",MS,,,,,
Leflore County,28083.0,2004.0,"Underlying Cause of Death, 2004.txt",MS,,,,,
Leflore County,28083.0,2005.0,"Underlying Cause of Death, 2005.txt",MS,,,,,
Leflore County,28083.0,2006.0,"Underlying Cause of Death, 2006.txt",MS,,,,,
Leflore County,28083.0,2007.0,"Underlying Cause of Death, 2007.txt",MS,,,,,
Leflore County,28083.0,2008.0,"Underlying Cause of Death, 2008.txt",MS,,,,,
Leflore County,28083.0,2009.0,"Underlying Cause of Death, 2009.txt",MS,,,,,
Leflore County,28083.0,2010.0,"Underlying Cause of Death, 2010.txt",MS,,,,,
Leflore County,28083.0,2011.0,"Underlying Cause of Death, 2011.txt",MS,,,,,
Leflore County,28083.0,2012.0,"Underlying Cause of Death, 2012.txt",MS,,,,,
Leflore County,28083.0,2013.0,"Underlying Cause of Death, 2013.txt",MS,,,,,
Leflore County,28083.0,2014.0,"Underlying Cause of Death, 2014.txt",MS,,,,,
Leflore County,28083.0,2015.0,"Underlying Cause of Death, 2015.txt",MS,,,,,
Lehigh County,42077.0,2003.0,"Underlying Cause of Death, 2003.txt",PA,,,,,33.0
Lehigh County,42077.0,2004.0,"Underlying Cause of Death, 2004.txt",PA,,,10.0,,27.0
Lehigh County,42077.0,2005.0,"Underlying Cause of Death, 2005.txt",PA,,,11.0,,22.0
Lehigh County,42077.0,2006.0,"Underlying Cause of Death, 2006.txt",PA,,,,,25.0
Lehigh County,42077.0,2007.0,"Underlying Cause of Death, 2007.txt",PA,,,,,28.0
Lehigh County,42077.0,2008.0,"Underlying Cause of Death, 2008.txt",PA,,,,,39.0
Lehigh County,42077.0,2009.0,"Underlying Cause of Death, 2009.txt",PA,,,12.0,,35.0
Lehigh County,42077.0,2010.0,"Underlying Cause of Death, 2010.txt",PA,,,,,36.0
Lehigh County,42077.0,2011.0,"Underlying Cause of Death, 2011.txt",PA,,,12.0,,48.0
Lehigh County,42077.0,2012.0,"Underlying Cause of Death, 2012.txt",PA,,,,,44.0
Lehigh County,42077.0,2013.0,"Underlying Cause of Death, 2013.txt",PA,,,,,49.0
Lehigh County,42077.0,2014.0,"Underlying Cause of Death, 2014.txt",PA,,,,,55.0
Lehigh County,42077.0,2015.0,"Underlying Cause of Death, 2015.txt",PA,,,14,,55
Lemhi County,16059.0,2003.0,"Underlying Cause of Death, 2003.txt",ID,,,,,
Lemhi County,16059.0,2004.0,"Underlying Cause of Death, 2004.txt",ID,,,,,
Lemhi County,16059.0,2005.0,"Underlying Cause of Death, 2005.txt",ID,,,,,
Lemhi County,16059.0,2006.0,"Underlying Cause of Death, 2006.txt",ID,,,,,
Lemhi County,16059.0,2007.0,"Underlying Cause of Death, 2007.txt",ID,,,,,
Lemhi County,16059.0,2008.0,"Underlying Cause of Death, 2008.txt",ID,,,,,
Lemhi County,16059.0,2009.0,"Underlying Cause of Death, 2009.txt",ID,,,,,
Lemhi County,16059.0,2010.0,"Underlying Cause of Death, 2010.txt",ID,,,,,
Lemhi County,16059.0,2011.0,"Underlying Cause of Death, 2011.txt",ID,,,,,
Lemhi County,16059.0,2012.0,"Underlying Cause of Death, 2012.txt",ID,,,,,
Lemhi County,16059.0,2013.0,"Underlying Cause of Death, 2013.txt",ID,,,,,
Lemhi County,16059.0,2014.0,"Underlying Cause of Death, 2014.txt",ID,,,,,
Lemhi County,16059.0,2015.0,"Underlying Cause of Death, 2015.txt",ID,,,,,
Lenawee County,26091.0,2003.0,"Underlying Cause of Death, 2003.txt",MI,,,,,
Lenawee County,26091.0,2004.0,"Underlying Cause of Death, 2004.txt",MI,,,,,
Lenawee County,26091.0,2005.0,"Underlying Cause of Death, 2005.txt",MI,,,,,
Lenawee County,26091.0,2006.0,"Underlying Cause of Death, 2006.txt",MI,,,,,
Lenawee County,26091.0,2007.0,"Underlying Cause of Death, 2007.txt",MI,,,,,
Lenawee County,26091.0,2008.0,"Underlying Cause of Death, 2008.txt",MI,,,,,
Lenawee County,26091.0,2009.0,"Underlying Cause of Death, 2009.txt",MI,,,,,
Lenawee County,26091.0,2010.0,"Underlying Cause of Death, 2010.txt",MI,,,,,
Lenawee County,26091.0,2011.0,"Underlying Cause of Death, 2011.txt",MI,,,,,
Lenawee County,26091.0,2012.0,"Underlying Cause of Death, 2012.txt",MI,,,,,
Lenawee County,26091.0,2013.0,"Underlying Cause of Death, 2013.txt",MI,,,,,
Lenawee County,26091.0,2014.0,"Underlying Cause of Death, 2014.txt",MI,,,,,19.0
Lenawee County,26091.0,2015.0,"Underlying Cause of Death, 2015.txt",MI,,,,,17
Lenoir County,37107.0,2003.0,"Underlying Cause of Death, 2003.txt",NC,,,,,
Lenoir County,37107.0,2004.0,"Underlying Cause of Death, 2004.txt",NC,,,,,
Lenoir County,37107.0,2005.0,"Underlying Cause of Death, 2005.txt",NC,,,,,
Lenoir County,37107.0,2006.0,"Underlying Cause of Death, 2006.txt",NC,,,,,
Lenoir County,37107.0,2007.0,"Underlying Cause of Death, 2007.txt",NC,,,,,
Lenoir County,37107.0,2008.0,"Underlying Cause of Death, 2008.txt",NC,,,,,
Lenoir County,37107.0,2009.0,"Underlying Cause of Death, 2009.txt",NC,,,,,
Lenoir County,37107.0,2010.0,"Underlying Cause of Death, 2010.txt",NC,,,,,
Lenoir County,37107.0,2011.0,"Underlying Cause of Death, 2011.txt",NC,,,,,10.0
Lenoir County,37107.0,2012.0,"Underlying Cause of Death, 2012.txt",NC,,,,,
Lenoir County,37107.0,2013.0,"Underlying Cause of Death, 2013.txt",NC,,,,,
Lenoir County,37107.0,2014.0,"Underlying Cause of Death, 2014.txt",NC,,,,,
Lenoir County,37107.0,2015.0,"Underlying Cause of Death, 2015.txt",NC,,,,,11
Leon County,12073.0,2003.0,"Underlying Cause of Death, 2003.txt",FL,,,,,11.0
Leon County,12073.0,2004.0,"Underlying Cause of Death, 2004.txt",FL,,,,,
Leon County,12073.0,2005.0,"Underlying Cause of Death, 2005.txt",FL,,,,,16.0
Leon County,12073.0,2006.0,"Underlying Cause of Death, 2006.txt",FL,,,,,
Leon County,12073.0,2007.0,"Underlying Cause of Death, 2007.txt",FL,,,,,13.0
Leon County,12073.0,2008.0,"Underlying Cause of Death, 2008.txt",FL,,,,,14.0
Leon County,12073.0,2009.0,"Underlying Cause of Death, 2009.txt",FL,,,,,
Leon County,12073.0,2010.0,"Underlying Cause of Death, 2010.txt",FL,,,,,
Leon County,12073.0,2011.0,"Underlying Cause of Death, 2011.txt",FL,,,,,13.0
Leon County,12073.0,2012.0,"Underlying Cause of Death, 2012.txt",FL,,,,,
Leon County,12073.0,2013.0,"Underlying Cause of Death, 2013.txt",FL,,,,,11.0
Leon County,12073.0,2014.0,"Underlying Cause of Death, 2014.txt",FL,,,,,18.0
Leon County,12073.0,2015.0,"Underlying Cause of Death, 2015.txt",FL,,,,,14
Leon County,48289.0,2003.0,"Underlying Cause of Death, 2003.txt",TX,,,,,
Leon County,48289.0,2004.0,"Underlying Cause of Death, 2004.txt",TX,,,,,
Leon County,48289.0,2005.0,"Underlying Cause of Death, 2005.txt",TX,,,,,
Leon County,48289.0,2006.0,"Underlying Cause of Death, 2006.txt",TX,,,,,
Leon County,48289.0,2007.0,"Underlying Cause of Death, 2007.txt",TX,,,,,
Leon County,48289.0,2008.0,"Underlying Cause of Death, 2008.txt",TX,,,,,
Leon County,48289.0,2009.0,"Underlying Cause of Death, 2009.txt",TX,,,,,
Leon County,48289.0,2010.0,"Underlying Cause of Death, 2010.txt",TX,,,,,
Leon County,48289.0,2011.0,"Underlying Cause of Death, 2011.txt",TX,,,,,
Leon County,48289.0,2012.0,"Underlying Cause of Death, 2012.txt",TX,,,,,
Leon County,48289.0,2013.0,"Underlying Cause of Death, 2013.txt",TX,,,,,
Leon County,48289.0,2014.0,"Underlying Cause of Death, 2014.txt",TX,,,,,
Leon County,48289.0,2015.0,"Underlying Cause of Death, 2015.txt",TX,,,,,
Leslie County,21131.0,2003.0,"Underlying Cause of Death, 2003.txt",KY,,,,,
Leslie County,21131.0,2004.0,"Underlying Cause of Death, 2004.txt",KY,,,,,
Leslie County,21131.0,2005.0,"Underlying Cause of Death, 2005.txt",KY,,,,,
Leslie County,21131.0,2006.0,"Underlying Cause of Death, 2006.txt",KY,,,,,
Leslie County,21131.0,2007.0,"Underlying Cause of Death, 2007.txt",KY,,,,,
Leslie County,21131.0,2008.0,"Underlying Cause of Death, 2008.txt",KY,,,,,
Leslie County,21131.0,2009.0,"Underlying Cause of Death, 2009.txt",KY,,,,,
Leslie County,21131.0,2010.0,"Underlying Cause of Death, 2010.txt",KY,,,,,
Leslie County,21131.0,2011.0,"Underlying Cause of Death, 2011.txt",KY,,,,,
Leslie County,21131.0,2012.0,"Underlying Cause of Death, 2012.txt",KY,,,,,10.0
Leslie County,21131.0,2013.0,"Underlying Cause of Death, 2013.txt",KY,,,,,
Leslie County,21131.0,2014.0,"Underlying Cause of Death, 2014.txt",KY,,,,,10.0
Leslie County,21131.0,2015.0,"Underlying Cause of Death, 2015.txt",KY,,,,,
Letcher County,21133.0,2003.0,"Underlying Cause of Death, 2003.txt",KY,,,,,
Letcher County,21133.0,2004.0,"Underlying Cause of Death, 2004.txt",KY,,,,,
Letcher County,21133.0,2005.0,"Underlying Cause of Death, 2005.txt",KY,,,,,
Letcher County,21133.0,2006.0,"Underlying Cause of Death, 2006.txt",KY,,,,,
Letcher County,21133.0,2007.0,"Underlying Cause of Death, 2007.txt",KY,,,,,
Letcher County,21133.0,2008.0,"Underlying Cause of Death, 2008.txt",KY,,,,,
Letcher County,21133.0,2009.0,"Underlying Cause of Death, 2009.txt",KY,,,,,
Letcher County,21133.0,2010.0,"Underlying Cause of Death, 2010.txt",KY,,,,,15.0
Letcher County,21133.0,2011.0,"Underlying Cause of Death, 2011.txt",KY,,,,,18.0
Letcher County,21133.0,2012.0,"Underlying Cause of Death, 2012.txt",KY,,,,,11.0
Letcher County,21133.0,2013.0,"Underlying Cause of Death, 2013.txt",KY,,,,,
Letcher County,21133.0,2014.0,"Underlying Cause of Death, 2014.txt",KY,,,,,
Letcher County,21133.0,2015.0,"Underlying Cause of Death, 2015.txt",KY,,,,,
Levy County,12075.0,2003.0,"Underlying Cause of Death, 2003.txt",FL,,,,,
Levy County,12075.0,2004.0,"Underlying Cause of Death, 2004.txt",FL,,,,,
Levy County,12075.0,2005.0,"Underlying Cause of Death, 2005.txt",FL,,,,,
Levy County,12075.0,2006.0,"Underlying Cause of Death, 2006.txt",FL,,,,,
Levy County,12075.0,2007.0,"Underlying Cause of Death, 2007.txt",FL,,,,,
Levy County,12075.0,2008.0,"Underlying Cause of Death, 2008.txt",FL,,,,,
Levy County,12075.0,2009.0,"Underlying Cause of Death, 2009.txt",FL,,,,,
Levy County,12075.0,2010.0,"Underlying Cause of Death, 2010.txt",FL,,,,,
Levy County,12075.0,2011.0,"Underlying Cause of Death, 2011.txt",FL,,,,,
Levy County,12075.0,2012.0,"Underlying Cause of Death, 2012.txt",FL,,,,,13.0
Levy County,12075.0,2013.0,"Underlying Cause of Death, 2013.txt",FL,,,,,
Levy County,12075.0,2014.0,"Underlying Cause of Death, 2014.txt",FL,,,,,
Levy County,12075.0,2015.0,"Underlying Cause of Death, 2015.txt",FL,,,,,
Lewis County,16061.0,2003.0,"Underlying Cause of Death, 2003.txt",ID,,,,,
Lewis County,16061.0,2004.0,"Underlying Cause of Death, 2004.txt",ID,,,,,
Lewis County,16061.0,2005.0,"Underlying Cause of Death, 2005.txt",ID,,,,,
Lewis County,16061.0,2006.0,"Underlying Cause of Death, 2006.txt",ID,,,,,
Lewis County,16061.0,2007.0,"Underlying Cause of Death, 2007.txt",ID,,,,,
Lewis County,16061.0,2008.0,"Underlying Cause of Death, 2008.txt",ID,,,,,
Lewis County,16061.0,2009.0,"Underlying Cause of Death, 2009.txt",ID,,,,,
Lewis County,16061.0,2010.0,"Underlying Cause of Death, 2010.txt",ID,,,,,
Lewis County,16061.0,2011.0,"Underlying Cause of Death, 2011.txt",ID,,,,,
Lewis County,16061.0,2012.0,"Underlying Cause of Death, 2012.txt",ID,,,,,
Lewis County,16061.0,2013.0,"Underlying Cause of Death, 2013.txt",ID,,,,,
Lewis County,16061.0,2014.0,"Underlying Cause of Death, 2014.txt",ID,,,,,
Lewis County,16061.0,2015.0,"Underlying Cause of Death, 2015.txt",ID,,,,,
Lewis County,21135.0,2003.0,"Underlying Cause of Death, 2003.txt",KY,,,,,
Lewis County,21135.0,2004.0,"Underlying Cause of Death, 2004.txt",KY,,,,,
Lewis County,21135.0,2005.0,"Underlying Cause of Death, 2005.txt",KY,,,,,
Lewis County,21135.0,2006.0,"Underlying Cause of Death, 2006.txt",KY,,,,,
Lewis County,21135.0,2007.0,"Underlying Cause of Death, 2007.txt",KY,,,,,
Lewis County,21135.0,2008.0,"Underlying Cause of Death, 2008.txt",KY,,,,,
Lewis County,21135.0,2009.0,"Underlying Cause of Death, 2009.txt",KY,,,,,
Lewis County,21135.0,2010.0,"Underlying Cause of Death, 2010.txt",KY,,,,,
Lewis County,21135.0,2011.0,"Underlying Cause of Death, 2011.txt",KY,,,,,
Lewis County,21135.0,2012.0,"Underlying Cause of Death, 2012.txt",KY,,,,,
Lewis County,21135.0,2013.0,"Underlying Cause of Death, 2013.txt",KY,,,,,
Lewis County,21135.0,2014.0,"Underlying Cause of Death, 2014.txt",KY,,,,,
Lewis County,21135.0,2015.0,"Underlying Cause of Death, 2015.txt",KY,,,,,
Lewis County,29111.0,2003.0,"Underlying Cause of Death, 2003.txt",MO,,,,,
Lewis County,29111.0,2004.0,"Underlying Cause of Death, 2004.txt",MO,,,,,
Lewis County,29111.0,2005.0,"Underlying Cause of Death, 2005.txt",MO,,,,,
Lewis County,29111.0,2006.0,"Underlying Cause of Death, 2006.txt",MO,,,,,
Lewis County,29111.0,2007.0,"Underlying Cause of Death, 2007.txt",MO,,,,,
Lewis County,29111.0,2008.0,"Underlying Cause of Death, 2008.txt",MO,,,,,
Lewis County,29111.0,2009.0,"Underlying Cause of Death, 2009.txt",MO,,,,,
Lewis County,29111.0,2010.0,"Underlying Cause of Death, 2010.txt",MO,,,,,
Lewis County,29111.0,2011.0,"Underlying Cause of Death, 2011.txt",MO,,,,,
Lewis County,29111.0,2012.0,"Underlying Cause of Death, 2012.txt",MO,,,,,
Lewis County,29111.0,2013.0,"Underlying Cause of Death, 2013.txt",MO,,,,,
Lewis County,29111.0,2014.0,"Underlying Cause of Death, 2014.txt",MO,,,,,
Lewis County,29111.0,2015.0,"Underlying Cause of Death, 2015.txt",MO,,,,,
Lewis County,36049.0,2003.0,"Underlying Cause of Death, 2003.txt",NY,,,,,
Lewis County,36049.0,2004.0,"Underlying Cause of Death, 2004.txt",NY,,,,,
Lewis County,36049.0,2005.0,"Underlying Cause of Death, 2005.txt",NY,,,,,
Lewis County,36049.0,2006.0,"Underlying Cause of Death, 2006.txt",NY,,,,,
Lewis County,36049.0,2007.0,"Underlying Cause of Death, 2007.txt",NY,,,,,
Lewis County,36049.0,2008.0,"Underlying Cause of Death, 2008.txt",NY,,,,,
Lewis County,36049.0,2009.0,"Underlying Cause of Death, 2009.txt",NY,,,,,
Lewis County,36049.0,2010.0,"Underlying Cause of Death, 2010.txt",NY,,,,,
Lewis County,36049.0,2011.0,"Underlying Cause of Death, 2011.txt",NY,,,,,
Lewis County,36049.0,2012.0,"Underlying Cause of Death, 2012.txt",NY,,,,,
Lewis County,36049.0,2013.0,"Underlying Cause of Death, 2013.txt",NY,,,,,
Lewis County,36049.0,2014.0,"Underlying Cause of Death, 2014.txt",NY,,,,,
Lewis County,36049.0,2015.0,"Underlying Cause of Death, 2015.txt",NY,,,,,
Lewis County,47101.0,2003.0,"Underlying Cause of Death, 2003.txt",TN,,,,,
Lewis County,47101.0,2004.0,"Underlying Cause of Death, 2004.txt",TN,,,,,
Lewis County,47101.0,2005.0,"Underlying Cause of Death, 2005.txt",TN,,,,,
Lewis County,47101.0,2006.0,"Underlying Cause of Death, 2006.txt",TN,,,,,
Lewis County,47101.0,2007.0,"Underlying Cause of Death, 2007.txt",TN,,,,,
Lewis County,47101.0,2008.0,"Underlying Cause of Death, 2008.txt",TN,,,,,
Lewis County,47101.0,2009.0,"Underlying Cause of Death, 2009.txt",TN,,,,,
Lewis County,47101.0,2010.0,"Underlying Cause of Death, 2010.txt",TN,,,,,
Lewis County,47101.0,2011.0,"Underlying Cause of Death, 2011.txt",TN,,,,,
Lewis County,47101.0,2012.0,"Underlying Cause of Death, 2012.txt",TN,,,,,
Lewis County,47101.0,2013.0,"Underlying Cause of Death, 2013.txt",TN,,,,,
Lewis County,47101.0,2014.0,"Underlying Cause of Death, 2014.txt",TN,,,,,
Lewis County,47101.0,2015.0,"Underlying Cause of Death, 2015.txt",TN,,,,,
Lewis County,53041.0,2003.0,"Underlying Cause of Death, 2003.txt",WA,,,,,
Lewis County,53041.0,2004.0,"Underlying Cause of Death, 2004.txt",WA,,,,,
Lewis County,53041.0,2005.0,"Underlying Cause of Death, 2005.txt",WA,,,,,13.0
Lewis County,53041.0,2006.0,"Underlying Cause of Death, 2006.txt",WA,,,,,
Lewis County,53041.0,2007.0,"Underlying Cause of Death, 2007.txt",WA,,,,,12.0
Lewis County,53041.0,2008.0,"Underlying Cause of Death, 2008.txt",WA,,,,,11.0
Lewis County,53041.0,2009.0,"Underlying Cause of Death, 2009.txt",WA,,,,,11.0
Lewis County,53041.0,2010.0,"Underlying Cause of Death, 2010.txt",WA,,,,,11.0
Lewis County,53041.0,2011.0,"Underlying Cause of Death, 2011.txt",WA,,,,,17.0
Lewis County,53041.0,2012.0,"Underlying Cause of Death, 2012.txt",WA,,,,,
Lewis County,53041.0,2013.0,"Underlying Cause of Death, 2013.txt",WA,,,,,
Lewis County,53041.0,2014.0,"Underlying Cause of Death, 2014.txt",WA,,,,,10.0
Lewis County,53041.0,2015.0,"Underlying Cause of Death, 2015.txt",WA,,,,,
Lewis County,54041.0,2003.0,"Underlying Cause of Death, 2003.txt",WV,,,,,
Lewis County,54041.0,2004.0,"Underlying Cause of Death, 2004.txt",WV,,,,,
Lewis County,54041.0,2005.0,"Underlying Cause of Death, 2005.txt",WV,,,,,
Lewis County,54041.0,2006.0,"Underlying Cause of Death, 2006.txt",WV,,,,,
Lewis County,54041.0,2007.0,"Underlying Cause of Death, 2007.txt",WV,,,,,
Lewis County,54041.0,2008.0,"Underlying Cause of Death, 2008.txt",WV,,,,,
Lewis County,54041.0,2009.0,"Underlying Cause of Death, 2009.txt",WV,,,,,
Lewis County,54041.0,2010.0,"Underlying Cause of Death, 2010.txt",WV,,,,,
Lewis County,54041.0,2011.0,"Underlying Cause of Death, 2011.txt",WV,,,,,
Lewis County,54041.0,2012.0,"Underlying Cause of Death, 2012.txt",WV,,,,,
Lewis County,54041.0,2013.0,"Underlying Cause of Death, 2013.txt",WV,,,,,
Lewis County,54041.0,2014.0,"Underlying Cause of Death, 2014.txt",WV,,,,,
Lewis County,54041.0,2015.0,"Underlying Cause of Death, 2015.txt",WV,,,,,
Lewis and Clark County,30049.0,2003.0,"Underlying Cause of Death, 2003.txt",MT,,,,,
Lewis and Clark County,30049.0,2004.0,"Underlying Cause of Death, 2004.txt",MT,,,,,
Lewis and Clark County,30049.0,2005.0,"Underlying Cause of Death, 2005.txt",MT,,,,,
Lewis and Clark County,30049.0,2006.0,"Underlying Cause of Death, 2006.txt",MT,,,,,
Lewis and Clark County,30049.0,2007.0,"Underlying Cause of Death, 2007.txt",MT,,,,,
Lewis and Clark County,30049.0,2008.0,"Underlying Cause of Death, 2008.txt",MT,,,,,
Lewis and Clark County,30049.0,2009.0,"Underlying Cause of Death, 2009.txt",MT,,,,,
Lewis and Clark County,30049.0,2010.0,"Underlying Cause of Death, 2010.txt",MT,,,,,
Lewis and Clark County,30049.0,2011.0,"Underlying Cause of Death, 2011.txt",MT,,,,,
Lewis and Clark County,30049.0,2012.0,"Underlying Cause of Death, 2012.txt",MT,,,,,
Lewis and Clark County,30049.0,2013.0,"Underlying Cause of Death, 2013.txt",MT,,,,,
Lewis and Clark County,30049.0,2014.0,"Underlying Cause of Death, 2014.txt",MT,12.0,,,,
Lewis and Clark County,30049.0,2015.0,"Underlying Cause of Death, 2015.txt",MT,,,,,
Lexington County,45063.0,2003.0,"Underlying Cause of Death, 2003.txt",SC,,,,,12.0
Lexington County,45063.0,2004.0,"Underlying Cause of Death, 2004.txt",SC,,,,,10.0
Lexington County,45063.0,2005.0,"Underlying Cause of Death, 2005.txt",SC,,,,,15.0
Lexington County,45063.0,2006.0,"Underlying Cause of Death, 2006.txt",SC,,,,,29.0
Lexington County,45063.0,2007.0,"Underlying Cause of Death, 2007.txt",SC,,,,,26.0
Lexington County,45063.0,2008.0,"Underlying Cause of Death, 2008.txt",SC,,,,,15.0
Lexington County,45063.0,2009.0,"Underlying Cause of Death, 2009.txt",SC,,,,,22.0
Lexington County,45063.0,2010.0,"Underlying Cause of Death, 2010.txt",SC,,,,,36.0
Lexington County,45063.0,2011.0,"Underlying Cause of Death, 2011.txt",SC,,,,,38.0
Lexington County,45063.0,2012.0,"Underlying Cause of Death, 2012.txt",SC,,,,,31.0
Lexington County,45063.0,2013.0,"Underlying Cause of Death, 2013.txt",SC,,,,,47.0
Lexington County,45063.0,2014.0,"Underlying Cause of Death, 2014.txt",SC,,,,,47.0
Lexington County,45063.0,2015.0,"Underlying Cause of Death, 2015.txt",SC,,,,,44
Lexington city,51678.0,2003.0,"Underlying Cause of Death, 2003.txt",VA,,,,,
Lexington city,51678.0,2004.0,"Underlying Cause of Death, 2004.txt",VA,,,,,
Lexington city,51678.0,2005.0,"Underlying Cause of Death, 2005.txt",VA,,,,,
Lexington city,51678.0,2006.0,"Underlying Cause of Death, 2006.txt",VA,,,,,
Lexington city,51678.0,2007.0,"Underlying Cause of Death, 2007.txt",VA,,,,,
Lexington city,51678.0,2008.0,"Underlying Cause of Death, 2008.txt",VA,,,,,
Lexington city,51678.0,2009.0,"Underlying Cause of Death, 2009.txt",VA,,,,,
Lexington city,51678.0,2010.0,"Underlying Cause of Death, 2010.txt",VA,,,,,
Lexington city,51678.0,2011.0,"Underlying Cause of Death, 2011.txt",VA,,,,,
Lexington city,51678.0,2012.0,"Underlying Cause of Death, 2012.txt",VA,,,,,
Lexington city,51678.0,2013.0,"Underlying Cause of Death, 2013.txt",VA,,,,,
Lexington city,51678.0,2014.0,"Underlying Cause of Death, 2014.txt",VA,,,,,
Lexington city,51678.0,2015.0,"Underlying Cause of Death, 2015.txt",VA,,,,,
Liberty County,12077.0,2003.0,"Underlying Cause of Death, 2003.txt",FL,,,,,
Liberty County,12077.0,2004.0,"Underlying Cause of Death, 2004.txt",FL,,,,,
Liberty County,12077.0,2005.0,"Underlying Cause of Death, 2005.txt",FL,,,,,
Liberty County,12077.0,2006.0,"Underlying Cause of Death, 2006.txt",FL,,,,,
Liberty County,12077.0,2007.0,"Underlying Cause of Death, 2007.txt",FL,,,,,
Liberty County,12077.0,2008.0,"Underlying Cause of Death, 2008.txt",FL,,,,,
Liberty County,12077.0,2009.0,"Underlying Cause of Death, 2009.txt",FL,,,,,
Liberty County,12077.0,2010.0,"Underlying Cause of Death, 2010.txt",FL,,,,,
Liberty County,12077.0,2011.0,"Underlying Cause of Death, 2011.txt",FL,,,,,
Liberty County,12077.0,2012.0,"Underlying Cause of Death, 2012.txt",FL,,,,,
Liberty County,12077.0,2013.0,"Underlying Cause of Death, 2013.txt",FL,,,,,
Liberty County,12077.0,2014.0,"Underlying Cause of Death, 2014.txt",FL,,,,,
Liberty County,12077.0,2015.0,"Underlying Cause of Death, 2015.txt",FL,,,,,
Liberty County,13179.0,2003.0,"Underlying Cause of Death, 2003.txt",GA,,,,,
Liberty County,13179.0,2004.0,"Underlying Cause of Death, 2004.txt",GA,,,,,
Liberty County,13179.0,2005.0,"Underlying Cause of Death, 2005.txt",GA,,,,,
Liberty County,13179.0,2006.0,"Underlying Cause of Death, 2006.txt",GA,,,,,
Liberty County,13179.0,2007.0,"Underlying Cause of Death, 2007.txt",GA,,,,,
Liberty County,13179.0,2008.0,"Underlying Cause of Death, 2008.txt",GA,,,,,
Liberty County,13179.0,2009.0,"Underlying Cause of Death, 2009.txt",GA,,,,,
Liberty County,13179.0,2010.0,"Underlying Cause of Death, 2010.txt",GA,,,,,
Liberty County,13179.0,2011.0,"Underlying Cause of Death, 2011.txt",GA,,,,,
Liberty County,13179.0,2012.0,"Underlying Cause of Death, 2012.txt",GA,,,,,
Liberty County,13179.0,2013.0,"Underlying Cause of Death, 2013.txt",GA,,,,,
